purchase_order_id,line_number,material_id,material_name,material_category,material_type,product_id,unspsc_code,quantity,unit_price_ex_tax,line_subtotal_incl_tax,line_subtotal_ex_tax,line_tax_amount,line_tax_rate,line_shipping_fee_incl_tax,line_discount_incl_tax,line_total_incl_tax,reference_price_ex_tax,purchase_rule,ship_date,shipping_status,carrier_tracking_number,shipped_quantity,carrier_name,delivery_address,receiving_status,received_quantity,received_date,receiver_name,receiver_email,cost_center,project_code,department_code,account_user,user_email
PO-2025-009637,1,ENG-1500-TURBO,VZL - 1.5Lターボエンジン,Engine Parts,direct,VZL-RV3,,1,1294893.0,1424382.0,1294893.0,129489.0,0.1,2634,29133,1397883.0,1287618.0,該当無し,2025-05-28,delivered,SG3558966529,1,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-05-31,鈴木一郎,i.suzuki@example.com,CC-004,PRJ-2023-B,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-009638,1,TRN-CVT-SUV,VZL - SUV用CVT,Transmission Parts,direct,VZL-RV3,,1,417246.0,458970.0,417246.0,41724.0,0.1,4050,4737,458283.0,418152.0,該当無し,2025-05-28,delivered,YM5478841230,1,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-05-31,田中太郎,t.tanaka@example.com,CC-003,PRJ-2023-B,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009639,1,ECU-STD-V3,VZL - 標準ECU,Electronic Control Units,direct,VZL-RV3,,1,191631.0,210792.0,191631.0,19161.0,0.1,2232,4401,208623.0,199335.0,該当無し,2025-05-28,delivered,NT9385080454,1,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-06-01,小林誠,m.kobayashi@example.com,CC-003,PRJ-2022-A,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-009640,1,EXH-MANIFOLD-4CYL,VZL - 4気筒エキマニ,Exhaust Parts,direct,VZL-RV3,,1,109200.0,120120.0,109200.0,10920.0,0.1,1977,2103,119994.0,100167.0,該当無し,2025-05-28,delivered,SG1748032195,1,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-05-29,高橋美咲,m.takahashi@example.com,CC-005,PRJ-2023-B,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009641,1,MFL-SUV-STD,VZL - SUVマフラー,Muffler Parts,direct,VZL-RV3,,1,147510.0,162261.0,147510.0,14751.0,0.1,2622,2379,162504.0,157842.0,該当無し,2025-05-28,delivered,NT9852059233,1,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-06-01,田中太郎,t.tanaka@example.com,CC-006,PRJ-2025-D,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009642,1,ARM-FRONT-SUV,VZL - フロントアーム,Suspension Arms,direct,VZL-RV3,,2,76590.0,168498.0,153180.0,15318.0,0.1,1548,1440,168606.0,85500.0,該当無し,2025-05-28,delivered,YM8830698848,2,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-05-25,佐藤花子,h.sato@example.com,CC-004,PRJ-2022-A,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009643,1,ARM-REAR-SUV,VZL - リアアーム,Suspension Arms,direct,VZL-RV3,,2,71799.0,157956.0,143598.0,14358.0,0.1,1749,765,158940.0,82194.0,該当無し,2025-05-28,delivered,YM2549027992,2,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-06-04,鈴木一郎,i.suzuki@example.com,CC-005,PRJ-2024-C,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-009644,1,INT-SEAT-SUV-LEATHER,VZL - SUVシート（レザー）,Interior Parts,direct,VZL-RV3,,5,188583.0,1037205.0,942915.0,94290.0,0.1,3480,9768,1030917.0,200205.0,該当無し,2025-05-28,delivered,NT5760992674,5,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,5,2025-05-31,田中太郎,t.tanaka@example.com,CC-003,PRJ-2022-A,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009645,1,INT-DASHBOARD-SUV,VZL - SUVダッシュボード,Interior Parts,direct,VZL-RV3,,1,273012.0,300312.0,273012.0,27300.0,0.1,1812,5856,296268.0,274527.0,該当無し,2025-05-28,delivered,SG6001801015,1,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-05-30,佐藤花子,h.sato@example.com,CC-001,PRJ-2022-A,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009646,1,INT-STEERING-LEATHER,VZL - レザーステアリングホイール,Interior Parts,direct,VZL-RV3,,1,297993.0,327792.0,297993.0,29799.0,0.1,2682,1140,329334.0,311325.0,該当無し,2025-05-28,delivered,SG9989341862,1,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-05-30,小林誠,m.kobayashi@example.com,CC-004,PRJ-2024-C,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-009647,1,INT-CONSOLE-SUV,VZL - SUVセンターコンソール,Interior Parts,direct,VZL-RV3,,1,190230.0,209253.0,190230.0,19023.0,0.1,3087,6267,206073.0,179973.0,該当無し,2025-05-28,delivered,SG8934369648,1,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-05-28,佐藤花子,h.sato@example.com,CC-002,PRJ-2025-D,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009648,1,INT-CARPET-PREMIUM,VZL - プレミアムフロアカーペット,Interior Parts,direct,VZL-RV3,,1,241089.0,265197.0,241089.0,24108.0,0.1,4425,7359,262263.0,244497.0,該当無し,2025-05-28,delivered,NT7187149579,1,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-06-03,小林誠,m.kobayashi@example.com,CC-002,PRJ-2022-A,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-009649,1,SUS-STRUT-FRONT-SUV,VZL - SUV用フロントストラット,Suspension Systems,direct,VZL-RV3,,2,67800.0,149160.0,135600.0,13560.0,0.1,3285,1041,151404.0,54456.0,該当無し,2025-05-28,delivered,YM6231958429,2,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-05-28,鈴木一郎,i.suzuki@example.com,CC-006,PRJ-2023-B,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-009650,1,SUS-SHOCK-REAR-SUV,VZL - SUV用リアショックアブソーバー,Suspension Systems,direct,VZL-RV3,,2,144993.0,318984.0,289986.0,28998.0,0.1,3015,1635,320364.0,143382.0,該当無し,2025-05-28,delivered,SG7042709094,2,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-06-04,小林誠,m.kobayashi@example.com,CC-001,PRJ-2022-A,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-009651,1,SUS-SPRING-FRONT-SUV,VZL - SUV用フロントスプリング,Suspension Systems,direct,VZL-RV3,,2,108867.0,239505.0,217734.0,21771.0,0.1,4437,6039,237903.0,109752.0,該当無し,2025-05-28,delivered,YM2656152919,2,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-05-25,高橋美咲,m.takahashi@example.com,CC-003,PRJ-2023-B,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009652,1,SUS-SPRING-REAR-SUV,VZL - SUV用リアスプリング,Suspension Systems,direct,VZL-RV3,,2,83475.0,183645.0,166950.0,16695.0,0.1,3573,1731,185487.0,86601.0,該当無し,2025-05-28,delivered,NT2915906616,2,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-05-26,高橋美咲,m.takahashi@example.com,CC-002,PRJ-2025-D,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009653,1,MAT-ALUMINUM-B3,NOE - アルミ板材,Raw Materials,direct,NOE-JG4,,1,391.9705,431.16755,391.9705,39.19705,0.1,1820,6,2245.16755,2828.1228,該当無し,2025-05-28,delivered,YM4999035417,1,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-06-04,小林誠,m.kobayashi@example.com,CC-001,PRJ-2022-A,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-009654,1,CMP-CHIP-XR5,NOE - 電子部品チップ,Electronic Components,direct,NOE-JG4,,20,49.7073,1093.5606,994.146,99.4146,0.1,2270,14,3349.5606,875.9366,該当無し,2025-05-28,delivered,NT8945670922,20,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,20,2025-06-01,田中太郎,t.tanaka@example.com,CC-002,PRJ-2024-C,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009655,1,MTR-EV-COMPACT,NOE - コンパクトEVモーター,Motor Components,direct,NOE-JG4,,1,103838.797,114222.6767,103838.797,10383.8797,0.1,1879,10529,105572.6767,101784.9705,該当無し,2025-05-28,delivered,SG7467504480,1,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-06-02,高橋美咲,m.takahashi@example.com,CC-004,PRJ-2025-D,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009656,1,BAT-PACK-35KWH,NOE - 35kWhバッテリー,Battery Components,direct,NOE-JG4,,1,15702.8081,17273.08891,15702.8081,1570.2808100000002,0.1,2622,1749,18146.08891,13984.815,該当無し,2025-05-28,delivered,NT6041208746,1,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-05-28,佐藤花子,h.sato@example.com,CC-006,PRJ-2024-C,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009657,1,INV-EV-COMPACT,NOE - コンパクトEVインバーター,Inverter Components,direct,NOE-JG4,,1,58157.541,63973.2951,58157.541,5815.7541,0.1,1952,7421,58504.29509999999,59810.9888,該当無し,2025-05-28,delivered,SG2019137085,1,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-05-29,高橋美咲,m.takahashi@example.com,CC-006,PRJ-2022-A,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009658,1,ECU-EV-V5,NOE - EV専用ECU,Electronic Control Units,direct,NOE-JG4,,1,19560.9354,21517.02894,19560.9354,1956.09354,0.1,1411,1862,21066.02894,17638.425199999998,該当無し,2025-05-28,delivered,NT5662573957,1,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-05-31,小林誠,m.kobayashi@example.com,CC-005,PRJ-2023-B,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-009659,1,ARM-FRONT-COMPACT,NOE - フロントアーム,Suspension Arms,direct,NOE-JG4,,2,15084.8054,33186.57188,30169.6108,3016.96108,0.1,1669,2415,32440.57188,12694.8982,該当無し,2025-05-28,delivered,NT9418317288,2,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-06-03,田中太郎,t.tanaka@example.com,CC-004,PRJ-2023-B,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009660,1,ARM-REAR-COMPACT,NOE - リアアーム,Suspension Arms,direct,NOE-JG4,,2,10469.6928,23033.32416,20939.3856,2093.93856,0.1,1816,2129,22720.32416,11738.3418,該当無し,2025-05-28,delivered,NT6257646532,2,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-05-28,高橋美咲,m.takahashi@example.com,CC-004,PRJ-2023-B,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009661,1,INT-SEAT-COMPACT-CLOTH,NOE - コンパクトシート（ファブリック）,Interior Parts,direct,NOE-JG4,,4,28082.6461,123563.64284,112330.5844,11233.05844,0.1,2022,4090,121495.64284,27365.9707,該当無し,2025-05-28,delivered,YM7506502450,4,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,4,2025-06-04,小林誠,m.kobayashi@example.com,CC-005,PRJ-2022-A,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-009662,1,INT-DASHBOARD-COMPACT,NOE - コンパクトダッシュボード,Interior Parts,direct,NOE-JG4,,1,19300.2812,21230.30932,19300.2812,1930.02812,0.1,1495,1635,21090.30932,21447.0925,該当無し,2025-05-28,delivered,YM5854927840,1,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-05-30,高橋美咲,m.takahashi@example.com,CC-006,PRJ-2022-A,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009663,1,INT-STEERING-STD,NOE - 標準ステアリングホイール,Interior Parts,direct,NOE-JG4,,1,47905.4722,52696.01942,47905.4722,4790.54722,0.1,2345,1931,53110.01942,48897.8871,該当無し,2025-05-28,delivered,NT2862458481,1,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-06-01,佐藤花子,h.sato@example.com,CC-002,PRJ-2023-B,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009664,1,INT-CONSOLE-COMPACT,NOE - コンパクトセンターコンソール,Interior Parts,direct,NOE-JG4,,1,41114.6142,45226.07562,41114.6142,4111.46142,0.1,1680,287,46619.07562,43245.1037,該当無し,2025-05-28,delivered,YM2567837187,1,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-06-02,佐藤花子,h.sato@example.com,CC-002,PRJ-2024-C,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009665,1,INT-CARPET-STD,NOE - 標準フロアカーペット,Interior Parts,direct,NOE-JG4,,1,45234.6322,49758.09542,45234.6322,4523.463220000001,0.1,1776,2845,48689.09542,47245.9231,該当無し,2025-05-28,delivered,YM1837101863,1,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-05-31,佐藤花子,h.sato@example.com,CC-003,PRJ-2023-B,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009666,1,SUS-STRUT-FRONT-COMPACT,NOE - コンパクト用フロントストラット,Suspension Systems,direct,NOE-JG4,,2,17585.9976,38689.19472,35171.9952,3517.19952,0.1,1394,3878,36205.19472,15853.9084,該当無し,2025-05-28,delivered,NT7183439333,2,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-05-28,山本進,s.yamamoto@example.com,CC-005,PRJ-2024-C,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-009667,1,SUS-SHOCK-REAR-COMPACT,NOE - コンパクト用リアショックアブソーバー,Suspension Systems,direct,NOE-JG4,,2,11356.016,24983.2352,22712.032,2271.2032,0.1,1812,663,26132.2352,10472.6604,該当無し,2025-05-28,delivered,NT3877588624,2,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-05-27,高橋美咲,m.takahashi@example.com,CC-001,PRJ-2025-D,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009668,1,SUS-SPRING-FRONT-COMPACT,NOE - コンパクト用フロントスプリング,Suspension Systems,direct,NOE-JG4,,2,19610.3954,43142.86988,39220.7908,3922.07908,0.1,2110,3198,42054.86988,17631.2535,該当無し,2025-05-28,delivered,NT7270682292,2,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-05-25,佐藤花子,h.sato@example.com,CC-005,PRJ-2022-A,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009669,1,SUS-SPRING-REAR-COMPACT,NOE - コンパクト用リアスプリング,Suspension Systems,direct,NOE-JG4,,2,13110.3622,28842.79684,26220.7244,2622.07244,0.1,3068,2402,29508.79684,14164.6021,該当無し,2025-05-28,delivered,SG2571325634,2,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-05-30,小林誠,m.kobayashi@example.com,CC-006,PRJ-2025-D,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-009670,1,MAT-STEEL-HMM,FRD - 鋼板材料,Raw Materials,direct,FRD-GB5,,3,5787.0,19095.0,17361.0,1734.0,0.1,2526,384,21237.0,-6270.0,該当無し,2025-05-29,delivered,NT6826013464,3,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,3,2025-06-03,山本進,s.yamamoto@example.com,CC-003,PRJ-2022-A,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-009671,1,MAT-ALUMINUM-B3,FRD - アルミ板材,Raw Materials,direct,FRD-GB5,,1,5112.0,5622.0,5112.0,510.0,0.1,2133,87,7668.0,-8292.0,該当無し,2025-05-29,delivered,SG5670561831,1,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,1,2025-05-26,鈴木一郎,i.suzuki@example.com,CC-003,PRJ-2022-A,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-009672,1,CMP-CHIP-XR5,FRD - 電子部品チップ,Electronic Components,direct,FRD-GB5,,18,483.0,9561.0,8694.0,867.0,0.1,3807,12,13356.0,7644.0,該当無し,2025-05-29,delivered,SG6177286942,18,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,18,2025-06-04,高橋美咲,m.takahashi@example.com,CC-004,PRJ-2024-C,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009673,1,ENG-1500-TURBO,FRD - 1.5Lターボエンジン,Engine Parts,direct,FRD-GB5,,1,1415730.0,1557303.0,1415730.0,141573.0,0.1,4356,3576,1558083.0,1410429.0,該当無し,2025-05-29,delivered,SG9452237827,1,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,1,2025-06-04,田中太郎,t.tanaka@example.com,CC-002,PRJ-2022-A,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009674,1,TRN-CVT-MINIVAN,FRD - ミニバンCVT,Transmission Parts,direct,FRD-GB5,,1,390588.0,429645.0,390588.0,39057.0,0.1,3192,11466,421371.0,385182.0,該当無し,2025-05-29,delivered,NT9292100238,1,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,1,2025-05-31,山本進,s.yamamoto@example.com,CC-006,PRJ-2024-C,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-009675,1,ECU-STD-V3,FRD - 標準ECU,Electronic Control Units,direct,FRD-GB5,,1,136719.0,150390.0,136719.0,13671.0,0.1,2466,879,151977.0,139743.0,該当無し,2025-05-29,delivered,YM3943210738,1,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,1,2025-06-02,田中太郎,t.tanaka@example.com,CC-002,PRJ-2025-D,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009676,1,EXH-MANIFOLD-4CYL,FRD - 4気筒エキマニ,Exhaust Parts,direct,FRD-GB5,,1,93219.0,102540.0,93219.0,9321.0,0.1,2157,120,104577.0,93054.0,該当無し,2025-05-29,delivered,SG4561402890,1,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,1,2025-05-30,鈴木一郎,i.suzuki@example.com,CC-002,PRJ-2022-A,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-009677,1,MFL-MINIVAN-STD,FRD - ミニバンマフラー,Muffler Parts,direct,FRD-GB5,,1,68382.0,75219.0,68382.0,6837.0,0.1,3942,1506,77655.0,82029.0,該当無し,2025-05-29,delivered,NT4734026725,1,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,1,2025-05-31,鈴木一郎,i.suzuki@example.com,CC-001,PRJ-2025-D,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-009678,1,ARM-FRONT-MINIVAN,FRD - フロントアーム,Suspension Arms,direct,FRD-GB5,,2,85035.0,187077.0,170070.0,17007.0,0.1,1764,1701,187140.0,95757.0,該当無し,2025-05-29,delivered,SG1126157672,2,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-06-05,山本進,s.yamamoto@example.com,CC-004,PRJ-2023-B,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-009679,1,ARM-REAR-MINIVAN,FRD - リアアーム,Suspension Arms,direct,FRD-GB5,,2,111468.0,245229.0,222936.0,22293.0,0.1,3423,1245,247407.0,121797.0,該当無し,2025-05-29,delivered,YM3455175719,2,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-05-29,高橋美咲,m.takahashi@example.com,CC-003,PRJ-2024-C,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009680,1,INT-SEAT-MINIVAN-CLOTH,FRD - ミニバンシート（ファブリック）,Interior Parts,direct,FRD-GB5,,7,261291.0,2011938.0,1829037.0,182901.0,0.1,3081,10005,2005014.0,255285.0,該当無し,2025-05-29,delivered,NT6177528022,7,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,7,2025-06-01,田中太郎,t.tanaka@example.com,CC-002,PRJ-2022-A,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009681,1,INT-DASHBOARD-MINIVAN,FRD - ミニバンダッシュボード,Interior Parts,direct,FRD-GB5,,1,259746.0,285720.0,259746.0,25974.0,0.1,2046,3294,284472.0,272877.0,該当無し,2025-05-29,delivered,YM4686364165,1,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,1,2025-06-01,佐藤花子,h.sato@example.com,CC-002,PRJ-2022-A,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009682,1,INT-STEERING-STD,FRD - 標準ステアリングホイール,Interior Parts,direct,FRD-GB5,,1,258954.0,284847.0,258954.0,25893.0,0.1,2967,5670,282144.0,261906.0,該当無し,2025-05-29,delivered,YM6395773841,1,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,1,2025-06-05,田中太郎,t.tanaka@example.com,CC-003,PRJ-2022-A,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009683,1,INT-CONSOLE-MINIVAN,FRD - ミニバンセンターコンソール,Interior Parts,direct,FRD-GB5,,1,154032.0,169434.0,154032.0,15402.0,0.1,2499,4323,167610.0,162078.0,該当無し,2025-05-29,delivered,SG3724877103,1,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,1,2025-05-31,小林誠,m.kobayashi@example.com,CC-004,PRJ-2023-B,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-009684,1,INT-CARPET-STD,FRD - 標準フロアカーペット,Interior Parts,direct,FRD-GB5,,1,165972.0,182568.0,165972.0,16596.0,0.1,2349,1818,183099.0,153171.0,該当無し,2025-05-29,delivered,NT1090028557,1,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,1,2025-05-29,小林誠,m.kobayashi@example.com,CC-002,PRJ-2023-B,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-009685,1,SUS-STRUT-FRONT-MINIVAN,FRD - ミニバン用フロントストラット,Suspension Systems,direct,FRD-GB5,,2,65895.0,144969.0,131790.0,13179.0,0.1,4128,2088,147009.0,66660.0,該当無し,2025-05-29,delivered,YM2017939014,2,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-05-27,田中太郎,t.tanaka@example.com,CC-006,PRJ-2024-C,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009686,1,SUS-SHOCK-REAR-MINIVAN,FRD - ミニバン用リアショックアブソーバー,Suspension Systems,direct,FRD-GB5,,2,69381.0,152637.0,138762.0,13875.0,0.1,1746,519,153864.0,76845.0,該当無し,2025-05-29,delivered,SG7690912631,2,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-05-29,佐藤花子,h.sato@example.com,CC-005,PRJ-2025-D,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009687,1,SUS-SPRING-FRONT-MINIVAN,FRD - ミニバン用フロントスプリング,Suspension Systems,direct,FRD-GB5,,2,82476.0,181446.0,164952.0,16494.0,0.1,2262,3531,180177.0,86601.0,該当無し,2025-05-29,delivered,NT2144479250,2,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-06-04,田中太郎,t.tanaka@example.com,CC-003,PRJ-2025-D,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009688,1,SUS-SPRING-REAR-MINIVAN,FRD - ミニバン用リアスプリング,Suspension Systems,direct,FRD-GB5,,2,89250.0,196350.0,178500.0,17850.0,0.1,2022,4098,194274.0,94113.0,該当無し,2025-05-29,delivered,NT9435554671,2,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-06-02,鈴木一郎,i.suzuki@example.com,CC-004,PRJ-2022-A,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-009689,1,MAT-ALUMINUM-B3,NOE - アルミ板材,Raw Materials,direct,NOE-JG4,,3,593.52,1958.616,1780.56,178.056,0.1,2627,224,4361.616,2290.7399,該当無し,2025-06-05,delivered,NT6820507939,3,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,3,2025-06-10,鈴木一郎,i.suzuki@example.com,CC-005,PRJ-2024-C,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-009690,1,CMP-CHIP-XR5,NOE - 電子部品チップ,Electronic Components,direct,NOE-JG4,,60,52.9222,3492.8652,3175.332,317.5332,0.1,1209,39,4662.8652,1004.2853,該当無し,2025-06-05,delivered,NT4067147632,60,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,60,2025-06-06,高橋美咲,m.takahashi@example.com,CC-001,PRJ-2022-A,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009691,1,MTR-EV-COMPACT,NOE - コンパクトEVモーター,Motor Components,direct,NOE-JG4,,3,71753.1058,236785.24914,215259.3174,21525.93174,0.1,1999,28272,210512.24914,71919.786,該当無し,2025-06-05,delivered,SG3379947349,3,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,3,2025-06-03,佐藤花子,h.sato@example.com,CC-004,PRJ-2024-C,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009692,1,BAT-PACK-35KWH,NOE - 35kWhバッテリー,Battery Components,direct,NOE-JG4,,3,22314.3736,73637.43288000001,66943.1208,6694.312080000001,0.1,2385,3372,72650.43288000001,20725.2238,該当無し,2025-06-05,delivered,NT9349909471,3,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,3,2025-06-12,高橋美咲,m.takahashi@example.com,CC-002,PRJ-2025-D,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-009693,1,INV-EV-COMPACT,NOE - コンパクトEVインバーター,Inverter Components,direct,NOE-JG4,,3,48717.6054,160768.09782,146152.8162,14615.281620000002,0.1,3116,1982,161902.09782,49720.6542,該当無し,2025-06-05,delivered,SG7069776189,3,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,3,2025-06-02,佐藤花子,h.sato@example.com,CC-005,PRJ-2024-C,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-009694,1,ECU-EV-V5,NOE - EV専用ECU,Electronic Control Units,direct,NOE-JG4,,3,20649.55,68143.515,61948.65,6194.865,0.1,2501,3754,66890.515,22529.03,該当無し,2025-06-05,delivered,YM4884857677,3,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,3,2025-06-12,田中太郎,t.tanaka@example.com,CC-001,PRJ-2024-C,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-009695,1,ARM-FRONT-COMPACT,NOE - フロントアーム,Suspension Arms,direct,NOE-JG4,,6,14638.6762,96615.26292,87832.0572,8783.20572,0.1,2242,6253,92604.26292,16340.1002,該当無し,2025-06-05,delivered,NT8795728937,6,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,6,2025-06-10,小林誠,m.kobayashi@example.com,CC-004,PRJ-2025-D,DEPT-MFG,小林誠,m.kobayashi@example.com
