payroll_id,employee_id,employee_name,department,position,payment_period,base_salary,overtime_pay,allowances,deductions,net_salary,payment_date,currency,employment_type,cost_center
PAY-2025-09-00893,EMP-SZK-MAN-013,佐々木翔,manufacturing,operator,2025-09,337271,25220,53774,99419,316846,2025-09-25,JPY,full_time,CC-005
PAY-2025-09-00894,EMP-SZK-SAL-014,井上明日香,sales,sales_rep,2025-09,397786,44502,53495,113030,382753,2025-09-25,JPY,full_time,CC-002
PAY-2025-09-00895,EMP-SZK-R&D-015,木村雄一,R&D,senior_researcher,2025-09,358419,62445,37287,113406,344745,2025-09-25,JPY,full_time,CC-004
PAY-2025-09-00896,EMP-SZK-ADM-016,松本由美,administration,manager,2025-09,360773,79281,17050,112616,344488,2025-09-25,JPY,full_time,CC-001
PAY-2025-09-00897,EMP-HMM-MAN-017,林健太郎,manufacturing,operator,2025-09,349211,20000,26693,102471,293433,2025-09-25,JPY,full_time,CC-005
PAY-2025-09-00898,EMP-HMM-SAL-018,清水千尋,sales,sales_rep,2025-09,359251,44491,30580,106601,327721,2025-09-25,JPY,full_time,CC-002
PAY-2025-09-00899,EMP-HMM-R&D-019,森本祐介,R&D,senior_researcher,2025-09,351250,70256,32758,103212,351052,2025-09-25,JPY,full_time,CC-004
PAY-2025-09-00900,EMP-HMM-ADM-020,池田愛美,administration,manager,2025-09,349514,61010,61769,108124,364169,2025-09-25,JPY,full_time,CC-001
PAY-2025-10-00901,EMP-KMM-MAN-001,田中太郎,manufacturing,operator,2025-10,325709,20000,13291,98436,260564,2025-10-25,JPY,full_time,CC-005
PAY-2025-10-00902,EMP-KMM-SAL-002,鈴木花子,sales,manager,2025-10,370781,57270,54427,111716,370762,2025-10-25,JPY,full_time,CC-002
PAY-2025-10-00903,EMP-KMM-R&D-003,佐藤健一,R&D,senior_researcher,2025-10,382299,30138,34908,116467,330878,2025-10-25,JPY,full_time,CC-004
PAY-2025-10-00904,EMP-KMM-ADM-004,高橋美咲,administration,manager,2025-10,321528,56696,47034,100724,324534,2025-10-25,JPY,full_time,CC-001
PAY-2025-10-00905,EMP-HTB-MAN-005,渡辺誠,manufacturing,engineer,2025-10,308020,20000,37201,88046,277175,2025-10-25,JPY,full_time,CC-005
PAY-2025-10-00906,EMP-HTB-SAL-006,伊藤陽子,sales,manager,2025-10,389465,56908,52337,124475,374235,2025-10-25,JPY,full_time,CC-002
PAY-2025-10-00907,EMP-HTB-R&D-007,山本大輔,R&D,researcher,2025-10,442621,54455,39003,131543,404536,2025-10-25,JPY,full_time,CC-004
PAY-2025-10-00908,EMP-HTB-ADM-008,中村麻美,administration,staff,2025-10,353697,53905,40486,106632,341456,2025-10-25,JPY,full_time,CC-001
PAY-2025-10-00909,EMP-STM-MAN-009,小林優太,manufacturing,supervisor,2025-10,325596,23285,58171,98257,308795,2025-10-25,JPY,full_time,CC-005
PAY-2025-10-00910,EMP-STM-SAL-010,加藤絵里,sales,manager,2025-10,303207,67810,52545,94812,328750,2025-10-25,JPY,full_time,CC-002
PAY-2025-10-00911,EMP-STM-R&D-011,吉田拓也,R&D,senior_researcher,2025-10,420365,50024,62860,118403,414846,2025-10-25,JPY,full_time,CC-004
PAY-2025-10-00912,EMP-STM-ADM-012,山田真理子,administration,manager,2025-10,376804,54821,62103,111925,381803,2025-10-25,JPY,full_time,CC-001
PAY-2025-10-00913,EMP-SZK-MAN-013,佐々木翔,manufacturing,operator,2025-10,337271,20015,49835,96446,310675,2025-10-25,JPY,full_time,CC-005
PAY-2025-10-00914,EMP-SZK-SAL-014,井上明日香,sales,sales_rep,2025-10,397786,54730,24371,126303,350584,2025-10-25,JPY,full_time,CC-002
PAY-2025-10-00915,EMP-SZK-R&D-015,木村雄一,R&D,senior_researcher,2025-10,358419,44421,50017,103307,349550,2025-10-25,JPY,full_time,CC-004
PAY-2025-10-00916,EMP-SZK-ADM-016,松本由美,administration,manager,2025-10,360773,30315,55700,108917,337871,2025-10-25,JPY,full_time,CC-001
PAY-2025-10-00917,EMP-HMM-MAN-017,林健太郎,manufacturing,operator,2025-10,349211,20000,43927,90823,322315,2025-10-25,JPY,full_time,CC-005
PAY-2025-10-00918,EMP-HMM-SAL-018,清水千尋,sales,sales_rep,2025-10,359251,67693,36007,117460,345491,2025-10-25,JPY,full_time,CC-002
PAY-2025-10-00919,EMP-HMM-R&D-019,森本祐介,R&D,senior_researcher,2025-10,351250,42451,38783,107725,324759,2025-10-25,JPY,full_time,CC-004
PAY-2025-10-00920,EMP-HMM-ADM-020,池田愛美,administration,manager,2025-10,349514,42784,56580,99480,349398,2025-10-25,JPY,full_time,CC-001
PAY-2025-11-00921,EMP-KMM-MAN-001,田中太郎,manufacturing,operator,2025-11,325709,20000,52648,92871,305486,2025-11-25,JPY,full_time,CC-005
PAY-2025-11-00922,EMP-KMM-SAL-002,鈴木花子,sales,manager,2025-11,370781,33982,30283,104086,330960,2025-11-25,JPY,full_time,CC-002
PAY-2025-11-00923,EMP-KMM-R&D-003,佐藤健一,R&D,senior_researcher,2025-11,382299,42960,55961,115097,366123,2025-11-25,JPY,full_time,CC-004
PAY-2025-11-00924,EMP-KMM-ADM-004,高橋美咲,administration,manager,2025-11,321528,68614,11674,111780,290036,2025-11-25,JPY,full_time,CC-001
PAY-2025-11-00925,EMP-HTB-MAN-005,渡辺誠,manufacturing,engineer,2025-11,308020,20000,58947,87709,299258,2025-11-25,JPY,full_time,CC-005
PAY-2025-11-00926,EMP-HTB-SAL-006,伊藤陽子,sales,manager,2025-11,389465,71287,60534,122462,398824,2025-11-25,JPY,full_time,CC-002
PAY-2025-11-00927,EMP-HTB-R&D-007,山本大輔,R&D,researcher,2025-11,442621,74060,58369,138981,436069,2025-11-25,JPY,full_time,CC-004
PAY-2025-11-00928,EMP-HTB-ADM-008,中村麻美,administration,staff,2025-11,353697,44686,11877,108519,301741,2025-11-25,JPY,full_time,CC-001
PAY-2025-11-00929,EMP-STM-MAN-009,小林優太,manufacturing,supervisor,2025-11,325596,21547,48915,85592,310466,2025-11-25,JPY,full_time,CC-005
PAY-2025-11-00930,EMP-STM-SAL-010,加藤絵里,sales,manager,2025-11,303207,31664,53237,93582,294526,2025-11-25,JPY,full_time,CC-002
PAY-2025-11-00931,EMP-STM-R&D-011,吉田拓也,R&D,senior_researcher,2025-11,420365,48820,31815,122609,378391,2025-11-25,JPY,full_time,CC-004
PAY-2025-11-00932,EMP-STM-ADM-012,山田真理子,administration,manager,2025-11,376804,72764,26886,120065,356389,2025-11-25,JPY,full_time,CC-001
PAY-2025-11-00933,EMP-SZK-MAN-013,佐々木翔,manufacturing,operator,2025-11,337271,20000,40346,91044,306573,2025-11-25,JPY,full_time,CC-005
PAY-2025-11-00934,EMP-SZK-SAL-014,井上明日香,sales,sales_rep,2025-11,397786,56335,53449,116324,391246,2025-11-25,JPY,full_time,CC-002
PAY-2025-11-00935,EMP-SZK-R&D-015,木村雄一,R&D,senior_researcher,2025-11,358419,68010,48328,107332,367425,2025-11-25,JPY,full_time,CC-004
PAY-2025-11-00936,EMP-SZK-ADM-016,松本由美,administration,manager,2025-11,360773,55193,41141,117396,339711,2025-11-25,JPY,full_time,CC-001
PAY-2025-11-00937,EMP-HMM-MAN-017,林健太郎,manufacturing,operator,2025-11,349211,20000,51650,99559,321302,2025-11-25,JPY,full_time,CC-005
PAY-2025-11-00938,EMP-HMM-SAL-018,清水千尋,sales,sales_rep,2025-11,359251,57596,55203,113723,358327,2025-11-25,JPY,full_time,CC-002
PAY-2025-11-00939,EMP-HMM-R&D-019,森本祐介,R&D,senior_researcher,2025-11,351250,46475,60189,115824,342090,2025-11-25,JPY,full_time,CC-004
PAY-2025-11-00940,EMP-HMM-ADM-020,池田愛美,administration,manager,2025-11,349514,70505,41211,103211,358019,2025-11-25,JPY,full_time,CC-001
PAY-2025-12-00941,EMP-KMM-MAN-001,田中太郎,manufacturing,operator,2025-12,325709,20000,10276,96313,259672,2025-12-25,JPY,full_time,CC-005
PAY-2025-12-00942,EMP-KMM-SAL-002,鈴木花子,sales,manager,2025-12,370781,68963,28396,114324,353816,2025-12-25,JPY,full_time,CC-002
PAY-2025-12-00943,EMP-KMM-R&D-003,佐藤健一,R&D,senior_researcher,2025-12,382299,57575,31905,116074,355705,2025-12-25,JPY,full_time,CC-004
PAY-2025-12-00944,EMP-KMM-ADM-004,高橋美咲,administration,manager,2025-12,321528,44939,32846,90646,308667,2025-12-25,JPY,full_time,CC-001
PAY-2025-12-00945,EMP-HTB-MAN-005,渡辺誠,manufacturing,engineer,2025-12,308020,20000,56396,93109,291307,2025-12-25,JPY,full_time,CC-005
PAY-2025-12-00946,EMP-HTB-SAL-006,伊藤陽子,sales,manager,2025-12,389465,51208,51570,112922,379321,2025-12-25,JPY,full_time,CC-002
PAY-2025-12-00947,EMP-HTB-R&D-007,山本大輔,R&D,researcher,2025-12,442621,67910,11352,138033,383850,2025-12-25,JPY,full_time,CC-004
PAY-2025-12-00948,EMP-HTB-ADM-008,中村麻美,administration,staff,2025-12,353697,63897,29790,111859,335525,2025-12-25,JPY,full_time,CC-001
PAY-2025-12-00949,EMP-STM-MAN-009,小林優太,manufacturing,supervisor,2025-12,325596,20000,32612,84511,293697,2025-12-25,JPY,full_time,CC-005
PAY-2025-12-00950,EMP-STM-SAL-010,加藤絵里,sales,manager,2025-12,303207,66412,65145,95055,339709,2025-12-25,JPY,full_time,CC-002
PAY-2025-12-00951,EMP-STM-R&D-011,吉田拓也,R&D,senior_researcher,2025-12,420365,49159,31082,116830,383776,2025-12-25,JPY,full_time,CC-004
PAY-2025-12-00952,EMP-STM-ADM-012,山田真理子,administration,manager,2025-12,376804,32230,40038,117622,331450,2025-12-25,JPY,full_time,CC-001
PAY-2025-12-00953,EMP-SZK-MAN-013,佐々木翔,manufacturing,operator,2025-12,337271,21992,30677,88248,301692,2025-12-25,JPY,full_time,CC-005
PAY-2025-12-00954,EMP-SZK-SAL-014,井上明日香,sales,sales_rep,2025-12,397786,38147,34847,113116,357664,2025-12-25,JPY,full_time,CC-002
PAY-2025-12-00955,EMP-SZK-R&D-015,木村雄一,R&D,senior_researcher,2025-12,358419,60670,27975,110367,336697,2025-12-25,JPY,full_time,CC-004
PAY-2025-12-00956,EMP-SZK-ADM-016,松本由美,administration,manager,2025-12,360773,70842,51662,109701,373576,2025-12-25,JPY,full_time,CC-001
PAY-2025-12-00957,EMP-HMM-MAN-017,林健太郎,manufacturing,operator,2025-12,349211,22927,40534,94666,318006,2025-12-25,JPY,full_time,CC-005
PAY-2025-12-00958,EMP-HMM-SAL-018,清水千尋,sales,sales_rep,2025-12,359251,55071,12887,115662,311547,2025-12-25,JPY,full_time,CC-002
PAY-2025-12-00959,EMP-HMM-R&D-019,森本祐介,R&D,senior_researcher,2025-12,351250,30254,63095,105163,339436,2025-12-25,JPY,full_time,CC-004
PAY-2025-12-00960,EMP-HMM-ADM-020,池田愛美,administration,manager,2025-12,349514,57497,37099,102905,341205,2025-12-25,JPY,full_time,CC-001
